,age,default,balance,housing,loan,day,duration,campaign,pdays,previous,y,divorced,married,single,primary,secondary,tertiary,cellular,telephone,unknown,apr,aug,dec,feb,jan,jul,jun,mar,may,nov,oct,sep
5536,44,0,-395,1,0,5,894,1,-1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5537,46,0,1217,1,0,5,83,9,168,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5538,34,0,6352,1,0,5,338,4,288,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5539,35,0,738,1,0,5,81,9,-1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5540,43,0,-111,1,0,5,75,7,-1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5541,28,0,6,1,1,5,211,2,278,23,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5542,53,0,2618,1,0,5,185,2,165,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5543,43,0,176,1,0,5,253,2,286,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5544,31,0,4888,1,0,5,475,4,166,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5545,47,0,0,0,0,5,418,3,-1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5546,30,0,-327,1,1,5,305,1,294,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5547,31,0,645,1,0,6,14,6,-1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5548,37,0,1222,1,0,6,206,1,-1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5549,34,0,22,1,0,6,197,1,-1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5550,27,0,710,1,1,6,653,1,334,2,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5551,39,0,4917,1,1,6,26,1,-1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5552,39,1,3,0,0,6,488,1,-1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5553,27,0,2559,1,0,6,227,1,-1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5554,56,0,563,1,0,6,100,2,168,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5555,37,0,0,1,1,6,160,2,-1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5556,36,0,788,1,0,6,403,1,345,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5557,41,0,13,1,0,6,106,1,-1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5559,34,0,0,1,0,6,153,1,-1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5560,40,0,69,1,0,6,503,2,280,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5561,35,0,-101,1,1,6,128,1,-1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5562,32,0,1137,1,1,6,274,1,-1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5563,24,0,299,1,0,6,209,1,321,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5564,35,0,-441,1,0,6,151,1,-1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5565,44,0,1850,1,0,6,274,1,-1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5566,39,0,854,1,1,6,181,1,-1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5568,34,0,134,1,0,6,159,1,-1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5569,34,0,17946,1,0,6,258,9,-1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5570,34,0,4902,1,0,6,59,1,167,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5571,43,0,9,1,1,6,472,1,-1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5572,22,0,3,1,0,6,156,1,-1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5573,55,0,1086,1,0,6,146,1,272,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5574,37,0,90,1,0,6,39,1,363,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5575,30,0,516,1,0,6,66,2,-1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5576,34,0,0,1,0,6,611,1,183,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5577,39,0,-473,1,0,6,318,1,-1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5578,33,0,680,1,0,6,265,1,-1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5579,51,0,93,1,1,6,221,1,-1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5580,29,0,7,0,0,6,51,1,179,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5581,36,0,7506,1,0,6,839,2,188,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5582,47,0,31,1,0,6,50,1,356,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5583,46,0,-27,1,0,6,289,1,-1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5584,27,0,0,1,0,6,176,1,-1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5585,34,0,69,1,0,6,92,3,362,4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5586,27,0,2,1,1,6,554,2,356,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5587,45,0,-192,1,0,6,138,3,-1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5588,32,0,752,1,0,6,519,2,166,5,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5589,22,0,310,1,0,6,903,2,355,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5590,35,0,-33,0,1,6,109,1,-1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5591,34,0,748,1,1,6,161,1,-1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5592,47,0,-216,1,0,6,197,1,282,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5593,38,0,1016,1,1,6,74,2,167,4,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5594,34,0,2640,1,0,6,181,1,-1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5595,37,0,4969,1,0,6,169,1,-1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5596,42,0,1491,1,0,6,203,2,334,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5597,38,0,4293,1,0,6,92,2,250,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5598,28,0,1010,1,0,6,911,1,336,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5599,35,0,83,1,0,6,90,1,-1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5600,49,0,0,1,0,6,445,2,166,3,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5601,60,0,5990,1,0,6,396,3,-1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5602,35,0,2576,1,1,6,136,3,273,4,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5603,36,0,634,1,0,6,281,2,250,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5604,32,0,-2,1,0,6,103,3,168,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5605,31,0,-457,1,0,6,270,4,366,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5606,36,0,0,1,0,6,456,3,-1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5607,43,0,289,1,0,6,284,3,-1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5608,30,0,-71,1,0,6,165,2,-1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5609,35,0,275,1,0,6,157,3,254,5,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5610,57,0,2911,1,1,6,276,2,-1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5611,25,0,115,0,0,6,796,2,-1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5612,42,0,2111,1,0,7,86,2,-1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5613,30,0,122,1,0,7,219,2,-1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5614,56,0,151,1,0,7,16,5,171,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5615,48,0,505,1,0,7,113,2,-1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5616,26,0,199,1,0,7,413,1,-1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5617,30,0,0,1,0,7,512,1,-1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5618,52,0,448,1,0,7,82,1,-1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5619,32,0,2465,1,1,7,923,1,-1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5620,33,0,250,1,1,7,277,1,-1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5621,56,0,1854,1,0,7,45,1,342,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5622,39,0,968,1,0,7,59,1,258,6,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5623,25,0,140,1,0,7,348,1,-1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5624,34,0,1495,1,0,7,50,1,-1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5625,54,0,300,1,0,7,329,1,168,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5626,32,0,69,0,0,7,95,1,357,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5627,36,0,260,1,0,7,49,1,-1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5628,37,0,641,1,0,7,334,1,-1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5629,27,0,-211,1,0,7,146,1,349,3,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5630,38,0,673,1,0,7,429,1,170,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5631,40,0,-164,0,0,7,87,1,-1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5632,45,0,1033,1,0,7,177,1,357,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5633,41,0,5907,1,0,7,198,1,167,5,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5634,39,0,3,1,0,7,1145,1,170,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5635,47,0,714,1,0,7,609,1,-1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5636,36,0,4,1,0,7,855,2,342,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5637,34,0,-1490,1,1,7,219,1,-1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5638,23,0,4659,1,0,7,158,1,318,4,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5639,58,0,1052,1,0,7,147,1,359,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5640,36,0,4576,1,0,7,272,1,-1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5641,25,0,0,1,0,7,282,1,-1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5642,46,0,1363,1,1,7,60,4,-1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5643,39,0,14,1,0,7,72,1,-1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5644,31,0,1882,0,0,7,529,2,-1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5645,28,0,168,1,0,7,128,1,-1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5646,47,0,477,1,0,7,973,1,366,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5647,37,0,7,1,1,7,336,1,-1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5648,41,0,-278,1,0,7,17,5,360,3,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5649,30,0,359,1,0,7,362,1,303,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5650,47,0,25,1,0,7,166,1,-1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5651,36,0,1804,0,0,7,170,1,366,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5652,53,0,1066,1,0,7,57,2,170,4,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5653,54,0,8509,1,0,7,147,1,-1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5654,46,0,-1034,1,1,7,195,1,-1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5655,31,0,0,1,0,7,113,2,345,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5656,41,0,322,0,0,7,105,1,324,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5657,29,0,43,0,0,7,142,1,353,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5658,42,0,874,1,0,7,176,1,287,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5659,25,0,122,1,0,7,481,2,-1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5660,43,0,1234,1,0,7,307,1,-1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5661,27,0,37,1,0,7,125,1,364,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5662,23,0,537,1,0,7,172,1,353,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5663,47,0,278,1,0,7,51,1,366,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5664,48,0,1323,1,1,7,99,1,-1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5665,53,0,148,1,0,7,66,1,359,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5666,31,0,656,1,0,7,158,1,275,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5667,36,0,2095,1,0,7,122,2,-1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5668,55,0,728,1,0,7,247,1,-1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5669,35,0,0,1,0,7,121,2,-1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5670,45,0,-101,1,0,7,101,1,301,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5671,49,0,-327,1,0,7,423,1,-1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5672,51,0,218,1,0,7,154,3,363,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5673,59,1,-23,1,0,7,287,2,-1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5674,25,0,758,1,0,7,258,1,357,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5675,48,0,368,1,0,7,430,2,367,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5676,36,0,441,1,0,7,100,4,358,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5677,40,0,356,1,1,7,1254,3,365,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5678,45,0,54,1,0,7,279,1,367,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5679,28,0,270,1,0,7,49,2,345,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5680,39,0,411,1,0,7,17,2,-1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5681,27,1,-717,1,1,7,202,2,349,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5682,35,0,0,1,0,7,262,2,-1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5683,23,0,66,1,0,7,1391,2,-1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5684,51,0,1854,1,1,7,166,3,338,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5685,49,0,2146,1,0,7,1516,2,353,2,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5686,29,0,-20,1,0,7,140,3,-1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5687,32,0,0,1,0,7,388,2,349,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5688,32,0,203,1,1,7,219,2,-1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5689,37,0,591,1,0,7,181,2,255,5,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5690,31,0,1192,1,0,7,156,2,349,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5691,24,0,638,1,1,7,792,3,-1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5692,33,0,1221,1,0,7,127,6,-1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5693,59,0,0,1,0,7,123,3,-1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5694,39,0,291,1,0,7,882,2,-1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5695,33,0,0,1,0,7,177,2,-1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5696,22,0,252,1,0,7,206,3,-1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5697,41,0,11103,1,0,7,55,1,-1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5698,32,0,1849,1,0,7,155,1,-1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5699,43,0,232,1,0,8,128,8,324,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5700,33,0,245,1,1,8,253,3,-1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5701,34,0,233,1,0,8,11,8,365,4,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5702,57,0,1029,1,0,8,165,1,-1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5704,45,0,458,1,0,8,181,3,-1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5705,40,0,71,1,0,8,225,1,-1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5706,43,0,-330,1,1,8,105,1,-1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5707,59,0,6237,1,0,8,63,1,169,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5708,39,0,1965,1,0,8,247,1,-1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5709,56,0,73,1,0,8,122,1,368,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5710,41,0,-274,1,0,8,279,1,-1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5711,32,0,747,1,0,8,130,2,-1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5712,36,0,506,1,0,8,208,4,-1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5713,36,0,-182,1,1,8,19,6,304,11,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5714,44,0,533,1,0,8,153,4,171,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5715,53,0,0,1,0,8,86,1,298,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5716,32,0,-4,0,0,8,47,5,-1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5717,33,0,0,1,0,8,212,2,-1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5718,45,0,972,1,0,8,343,1,282,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5719,41,0,0,0,0,8,239,1,368,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5720,37,0,180,1,0,8,114,2,-1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5722,37,0,3653,1,0,8,525,1,-1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5723,44,1,-204,1,0,8,105,1,347,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5724,37,0,403,1,0,8,318,2,338,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5725,35,0,70,1,1,8,197,1,350,4,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5726,37,0,638,1,0,8,326,1,326,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5727,41,0,10,1,0,8,196,2,172,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5728,45,0,0,0,0,8,166,1,340,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5730,37,0,71,0,1,8,254,1,-1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5731,43,0,0,0,1,8,9,2,172,5,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5732,34,0,268,1,0,8,248,1,343,9,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5733,46,0,245,1,0,8,78,1,359,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5734,53,1,20,1,0,8,273,1,-1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5735,54,0,1483,1,1,8,53,2,-1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5736,48,0,1291,1,0,8,255,2,-1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5737,39,0,576,1,0,8,212,1,-1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5738,46,0,0,1,1,8,306,1,262,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5739,53,0,125,1,0,8,176,1,-1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5740,34,0,49,0,0,8,142,1,-1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5741,33,0,9449,1,0,8,428,1,-1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5743,36,0,535,1,0,8,121,1,343,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5744,40,0,-54,1,0,8,183,1,-1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5745,46,0,740,1,0,8,462,1,359,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
